saf,M,F
1.44312580257067e-13,0.19366035530143608,0.21979353409531283
2.710321453398673e-12,0.19366035530143608,0.21979353409531283
5.0902300875867045e-11,0.19366035530143608,0.21979353409531283
9.559914854335541e-10,0.19366035530143608,0.21979353409531283
1.7954388893779013e-8,0.19366035530143608,0.21979353409531283
3.371996383111485e-7,0.19366035530143608,0.21979353409531283
6.3328777893018035e-6,0.19366035530143608,0.21979353409531283
1.1892381083761791e-4,0.19366035530143608,0.21979353409531283
0.002228784354225147,0.19366035530143608,0.21979353409531283
0.04026298197751718,0.19366035530143608,0.21979353409531283
0.44068414849748166,0.19366035530143608,0.21979353409531283
0.9366986486487502,0.19366035530143608,0.21979353409531283
0.9964146086782374,0.19366035530143608,0.21979353409531283
0.9998084436002761,0.19366035530143608,0.21979353409531283
0.9999897986223691,0.19366035530143608,0.21979353409531283
0.9999994568167017,0.19366035530143608,0.21979353409531283
0.9999999710778869,0.19366035530143608,0.21979353409531283
0.9999999984600259,0.19366035530143608,0.21979353409531283
0.9999999999180031,0.19366035530143608,0.21979353409531283
0.9999999999956339,0.19366035530143608,0.21979353409531283
0.9999999999997675,0.19366035530143608,0.21979353409531283
0.9999999999999876,0.19366035530143608,0.21979353409531283
0.9999999999999993,0.19366035530143608,0.21979353409531283
1,0.19366035530143608,0.21979353409531283
1,0.19366035530143608,0.21979353409531283
1,0.19366035530143608,0.21979353409531283
1,0.19366035530143608,0.21979353409531283
1,0.19366035530143608,0.21979353409531283
1,0.19366035530143608,0.21979353409531283
1,0.19366035530143608,0.21979353409531283
1,0.19366035530143608,0.21979353409531283
